"season","team","conference","off_plays","off_drives","off_ppa","off_total_ppa","off_success_rate","off_explosiveness","off_power_success","off_stuff_rate","off_line_yds","off_line_yds_total","off_second_lvl_yds","off_second_lvl_yds_total","off_open_field_yds","off_open_field_yds_total","off_total_opportunities","off_pts_per_opp","off_field_pos_avg_start","off_field_pos_avg_predicted_points","off_havoc_total","off_havoc_front_seven","off_havoc_db","off_standard_downs_rate","off_standard_downs_ppa","off_standard_downs_success_rate","off_standard_downs_explosiveness","off_passing_downs_rate","off_passing_downs_ppa","off_passing_downs_success_rate","off_passing_downs_explosiveness","off_rushing_plays_rate","off_rushing_plays_ppa","off_rushing_plays_total_ppa","off_rushing_plays_success_rate","off_rushing_plays_explosiveness","off_passing_plays_rate","off_passing_plays_ppa","off_passing_plays_total_ppa","off_passing_plays_success_rate","off_passing_plays_explosiveness","def_plays","def_drives","def_ppa","def_total_ppa","def_success_rate","def_explosiveness","def_power_success","def_stuff_rate","def_line_yds","def_line_yds_total","def_second_lvl_yds","def_second_lvl_yds_total","def_open_field_yds","def_open_field_yds_total","def_total_opportunities","def_pts_per_opp","def_field_pos_avg_start","def_field_pos_avg_predicted_points","def_havoc_total","def_havoc_front_seven","def_havoc_db","def_standard_downs_rate","def_standard_downs_ppa","def_standard_downs_success_rate","def_standard_downs_explosiveness","def_passing_downs_rate","def_passing_downs_ppa","def_passing_downs_total_ppa","def_passing_downs_success_rate","def_passing_downs_explosiveness","def_rushing_plays_rate","def_rushing_plays_ppa","def_rushing_plays_total_ppa","def_rushing_plays_success_rate","def_rushing_plays_explosiveness","def_passing_plays_rate","def_passing_plays_ppa","def_passing_plays_total_ppa","def_passing_plays_success_rate","def_passing_plays_explosiveness"
2019,"Ball State","Mid-American",915,157,0.246714663517312,225.743917118341,0.462295081967213,1.23169538695026,0.753846153846154,0.168316831683168,3.18158415841584,1607,1.15049504950495,581,1.62178217821782,819,88,4.01136363636364,69.7,1.413,0.19672131147541,0.13879781420765,0.0579234972677596,0.706010928961749,0.199172514290241,0.498452012383901,1.09227951246234,0.293989071038251,0.360886516307975,0.37546468401487,1.67616975908007,0.551912568306011,0.206768439716228,104.418062056695,0.447524752475248,1.06685776710666,0.431693989071038,0.310017246252006,122.456812269542,0.460759493670886,1.54411126660304,882,159,0.221294339819271,195.181607720597,0.448979591836735,1.23801205442855,0.738461538461539,0.196120689655172,2.96616379310345,1376,1.10775862068966,514,1.25431034482759,582,86,3.73255813953488,70.6,-1.368,0.216553287981859,0.121315192743764,0.0952380952380952,0.679138321995465,0.164465314367774,0.499165275459099,1.01369554706105,0.320861678004535,0.34157909687032,110.399490919061,0.342756183745583,1.92946190703559,0.526077097505669,0.195008587683902,90.4839846853307,0.441810344827586,1.08139169712526,0.454648526077097,0.275310451169729,110.399490919061,0.43640897755611,1.55577727644967
2019,"Baylor","Big 12",947,182,0.230077570351084,217.883459122477,0.4519535374868,1.24797533524228,0.779411764705882,0.214750542299349,2.92624728850325,1349,1.22125813449024,563,1.67895878524946,774,93,3.80645161290323,70.8,1.354,0.216473072861668,0.149947201689546,0.0665258711721225,0.655755015839493,0.0739772116878425,0.484702093397746,0.940555677035102,0.344244984160507,0.527434388540879,0.389570552147239,1.97658413146558,0.486800422386484,0.188208967610772,86.764334068566,0.470715835140998,1.04876102583654,0.498416050686378,0.289343337505335,136.570055302518,0.417372881355932,1.58377274683133,1037,184,0.0866834183192764,89.8907047970896,0.416586306653809,1.0898382984786,0.793103448275862,0.223340040241449,2.82233400402414,1403,1.04627766599598,520,0.979879275653924,487,81,2.74074074074074,72.5,-1.247,0.257473481195757,0.166827386692382,0.0906460945033751,0.663452266152363,0.00904692695477746,0.457848837209302,0.873756741091974,0.336547733847637,0.239731859748432,72.8004269689494,0.335243553008596,1.67159633759646,0.479267116682739,0.0477236632993902,23.7186606597969,0.400402414486922,0.889889350672328,0.50433944069431,0.139197757110802,72.8004269689494,0.413001912045889,1.39051179162324
2019,"Boise State","Mountain West",991,166,0.243371366402135,241.181024104516,0.453077699293643,1.26983045090798,0.783333333333333,0.155419222903885,3.19325153374233,1562,1.07157464212679,524,1.16973415132924,572,101,3.99009900990099,69.7,1.458,0.167507568113017,0.1029263370333,0.0645812310797175,0.695257315842583,0.153127836489164,0.473149492017417,1.0732236131801,0.304742684157417,0.449258095243318,0.407284768211921,1.79091849236561,0.493440968718466,0.161492120133591,78.9696467453259,0.456032719836401,0.943586852018577,0.491422805247225,0.33179268987766,161.58303997042,0.433264887063655,1.70192259274299,929,172,0.134121530554388,124.598901885027,0.405812701829925,1.27081803452557,0.610169491525424,0.212713936430318,2.68092909535452,1097,1.08312958435208,443,1.02444987775061,419,75,3.53333333333333,71.2,-1.3,0.206673842841765,0.129171151776103,0.077502691065662,0.641550053821313,0.00800480161994572,0.442953020134228,1.01225505022364,0.358449946178687,0.359843964322941,96.0178163064968,0.339339339339339,1.87489438723097,0.440258342303552,0.0771982188942723,31.5740715277574,0.418092909535452,0.979586801240274,0.548977395048439,0.188270228051955,96.0178163064968,0.384313725490196,1.60501041812899
2019,"Boston College","ACC",969,166,0.226942849503153,219.907621168555,0.431372549019608,1.22461581109626,0.8,0.170542635658915,3.05472868217054,1970,1.03720930232558,669,1.34108527131783,865,72,4,72.9,1.202,0.168214654282766,0.106295149638803,0.0619195046439628,0.666666666666667,0.137836072914107,0.478328173374613,0.994216312927641,0.333333333333333,0.405156402681244,0.337461300309598,1.87776668205134,0.665634674922601,0.153723752942354,99.1518206478185,0.446511627906977,0.94413950790874,0.321981424148607,0.404982243759369,126.354460052923,0.378205128205128,2.08115161265005,1000,164,0.231433632296579,231.433632296579,0.457,1.27265757682492,0.728813559322034,0.240631163708087,2.77593688362919,1407,1.18540433925049,601,1.55818540433925,790,93,3.86021505376344,70.7,-1.358,0.195,0.139,0.056,0.681,0.0954752970645456,0.481644640234949,1.00721354242294,0.319,0.521676974907909,196.110989005587,0.404388714733542,1.94758504414159,0.507,0.0858430342522372,43.5224183658843,0.418145956607495,1.03064325761022,0.47,0.417257423416144,196.110989005587,0.472340425531915,1.67255818500232
2019,"Bowling Green","Mid-American",838,155,0.00414069495906773,3.46990237569876,0.37708830548926,1.11170892012813,0.636363636363636,0.204545454545455,2.7801652892562,1346,0.960743801652893,465,0.791322314049587,383,74,2.32432432432432,69.5,1.41,0.204057279236277,0.137231503579952,0.0668257756563246,0.670644391408115,0.0186635788846155,0.444839857651246,0.931895883143837,0.329355608591885,-0.0254312643386057,0.239130434782609,1.79281890870498,0.577565632458234,0.0396987513435947,19.2141956502998,0.411157024793388,0.879126825103581,0.41527446300716,-0.0311657081488704,-10.8456664358069,0.318965517241379,1.63290457120423,805,156,0.319652540305031,257.32029494555,0.472049689440994,1.30454960517429,0.775862068965517,0.187368421052632,3.03957894736842,1444,1.22105263157895,580,2.68421052631579,1275,83,4.07228915662651,69.1,-1.512,0.168944099378882,0.109316770186335,0.0596273291925466,0.708074534161491,0.275953744740019,0.526315789473684,1.14209597414088,0.291925465838509,0.42564536359038,141.085455845619,0.340425531914894,1.91375072154957,0.590062111801242,0.259009682745123,123.029599303933,0.446315789473684,1.21422513167795,0.396273291925466,0.442274156255858,141.085455845619,0.495297805642633,1.53826891983264
2019,"Buffalo","Mid-American",942,151,0.201322896654886,189.646168648903,0.454352441613588,1.13298464739014,0.797752808988764,0.165891472868217,3.12573643410853,2016,1.08062015503876,697,1.24031007751938,800,90,4.02222222222222,69.6,1.418,0.153927813163482,0.0934182590233546,0.0605095541401274,0.718683651804671,0.174906172456615,0.497784342688331,0.970292731713224,0.281316348195329,0.268810150550092,0.343396226415094,1.73548108236947,0.684713375796178,0.218326079671898,140.820321388374,0.468217054263566,1.01501877594743,0.303609341825902,0.162399319510288,46.4462053799424,0.402097902097902,1.53045319014148,789,158,0.052054380870399,41.0709065067448,0.38149556400507,1.17736670774464,0.660714285714286,0.18961038961039,2.65714285714286,1023,0.696103896103896,268,0.698701298701299,269,72,3.125,67.8,-1.555,0.211660329531052,0.143219264892269,0.0684410646387833,0.685678073510773,0.0593562610781389,0.44547134935305,0.997675534056837,0.314321926489227,0.0361256825139987,44.0526438812478,0.241935483870968,1.89912625539064,0.487959442332066,0.0135645815984818,5.22236391541548,0.379220779220779,0.867731783158171,0.495564005069708,0.112666608391938,44.0526438812478,0.365728900255754,1.63802725263833
2019,"BYU","Big 12",939,165,0.193397583294839,181.600330713854,0.460063897763578,1.20822233766509,0.657894736842105,0.168224299065421,2.8981308411215,1240,1.19392523364486,511,1.19392523364486,511,90,3.22222222222222,70.2,1.381,0.211927582534611,0.112886048988285,0.0990415335463259,0.677316293929712,0.125313537035729,0.498427672955975,1.00637332445014,0.322683706070288,0.336306670492179,0.37953795379538,1.76462353061413,0.45580404685836,0.138420883748299,59.2441382442718,0.455607476635514,0.976003141806736,0.526091586794462,0.248377771945062,122.69861934086,0.445344129554656,1.50897210950129,927,158,0.153380316952278,142.183553814762,0.431499460625674,1.1132840089759,0.76056338028169,0.175403225806452,2.93185483870968,1454,0.951612903225806,472,0.870967741935484,432,81,3.35802469135802,72.6,-1.202,0.167206040992449,0.10571736785329,0.0614886731391586,0.693635382955771,0.105113252161445,0.482115085536547,0.952151034764302,0.306364617044229,0.262661030545609,118.969192614208,0.316901408450704,1.66829758681584,0.535059331175836,0.0503179135765461,24.9576851339669,0.411290322580645,0.861576427703104,0.446601941747573,0.287365199551227,118.969192614208,0.432367149758454,1.51561640375609
2019,"California","ACC",846,152,0.136484204699756,115.465637175993,0.391252955082742,1.27390745286509,0.633333333333333,0.213457076566125,2.79582366589327,1205,1.09048723897912,470,1.04872389791183,452,71,3.61971830985915,73.5,1.176,0.193853427895981,0.128841607565012,0.0650118203309693,0.659574468085106,0.004738492232558,0.415770609318996,0.9867944701046,0.340425531914894,0.391741522604951,0.34375,1.9467378771119,0.509456264775414,0.102355714312782,44.1153128688089,0.412993039443155,0.983245888569178,0.477541371158392,0.170259365256889,68.7847835637832,0.351485148514851,1.7188736478143,963,153,0.113956499258143,109.740108785591,0.425752855659398,1.12550022635366,0.701492537313433,0.15962441314554,2.95985915492958,1261,0.967136150234742,412,0.68075117370892,290,86,3.18604651162791,69.9,-1.398,0.204569055036345,0.128764278296989,0.0758047767393562,0.67601246105919,0.0238671446918429,0.468509984639017,0.924682386093776,0.32398753894081,0.301931402535903,81.1169124853549,0.336538461538462,1.70882823853712,0.442367601246106,0.0791010638013903,33.6970531793923,0.422535211267606,0.877480243242794,0.536863966770509,0.156899250455232,81.1169124853549,0.406189555125725,1.46944050428787
2019,"Central Michigan","Mid-American",997,178,0.221874895333303,221.209270647303,0.44332998996991,1.26780037117146,0.675675675675676,0.157575757575758,3.10787878787879,1538,1.03030303030303,510,1.56969696969697,777,93,3.80645161290323,69,1.489,0.184553660982949,0.106318956870612,0.078234704112337,0.688064192577733,0.196933107184478,0.495626822157434,1.1021656618522,0.311935807422267,0.276891186877013,0.327974276527331,1.81991606890233,0.496489468405216,0.211258061036674,104.572740213154,0.432323232323232,1.12776229652026,0.489468405215647,0.242112655458535,118.150975863765,0.440573770491803,1.48335662879319,951,180,0.12422890323071,118.141686972406,0.400630914826498,1.29047187645045,0.644067796610169,0.282937365010799,2.35809935205184,1092,0.991360691144708,459,0.991360691144708,459,93,3.74193548387097,68.7,-1.495,0.232386961093586,0.156677181913775,0.0757097791798107,0.639327024185068,0.0778915956417285,0.458881578947368,1.10999498907271,0.360672975814932,0.206366171493396,128.402170050911,0.297376093294461,1.78412924486605,0.486855941114616,-0.0165721792358358,-7.672918986192,0.375809935205184,0.978878523943103,0.4931650893796,0.273778614181046,128.402170050911,0.402985074626866,1.70516267642371
2019,"Charlotte","American Athletic",857,155,0.237560698729935,203.589518811555,0.44340723453909,1.32270578985405,0.82051282051282,0.184158415841584,3.01544554455446,1523,1.10891089108911,560,1.53069306930693,773,82,3.95121951219512,72.8,1.194,0.159859976662777,0.106184364060677,0.0536756126021004,0.689614935822637,0.147373020501952,0.482233502538071,1.09854690135324,0.310385064177363,0.437940089078576,0.357142857142857,1.99518245535648,0.58926487747958,0.192016341621686,96.9682525189512,0.435643564356436,1.09517050488516,0.399066511085181,0.32257705165489,110.321351665973,0.43859649122807,1.76927182962115,832,148,0.241966688032394,201.316284442952,0.444711538461538,1.29258451599407,0.803921568627451,0.165966386554622,3.31428571428571,1578,1.2436974789916,592,1.44957983193277,690,82,3.95121951219512,68.6,-1.499,0.207932692307692,0.143028846153846,0.0649038461538462,0.691105769230769,0.163803211110793,0.48695652173913,1.06707158303093,0.308894230769231,0.416846062467883,84.4072336871968,0.350194552529183,1.99418030743494,0.572115384615385,0.247842567450007,117.973062106203,0.472689075630252,1.03080141784784,0.415865384615385,0.243951542448546,84.4072336871968,0.390173410404624,1.83251824631473
2019,"Cincinnati","Big 12",999,176,0.182937938183938,182.755000245754,0.438438438438438,1.16777555659557,0.783783783783784,0.172711571675302,3.07564766839378,1781,1.15716753022453,670,1.36096718480138,788,90,4.18888888888889,68.9,1.479,0.173173173173173,0.109109109109109,0.0640640640640641,0.677677677677678,0.131718014759428,0.499261447562777,0.944164803268896,0.322322322322322,0.290627031843544,0.31055900621118,1.92357990283972,0.57957957957958,0.178195491260725,103.17518943996,0.459412780656304,0.993953443880678,0.405405405405405,0.198952632113226,80.5758160058564,0.387654320987654,1.58019161093415,995,179,0.0857175417740226,85.2889540651525,0.393969849246231,1.17621918213482,0.704918032786885,0.214428857715431,2.7312625250501,1363,0.971943887775551,485,1.07014028056112,534,81,2.5679012345679,73.7,-1.151,0.217085427135678,0.14070351758794,0.0763819095477387,0.635175879396985,0.0463155807074743,0.458860759493671,0.951171720796398,0.364824120603015,0.154318201261787,60.2905623698262,0.28099173553719,1.8160600035872,0.501507537688442,0.0623464789160658,31.1108929791169,0.396793587174349,0.931143795602626,0.480402010050251,0.126130883618883,60.2905623698262,0.368200836820084,1.60695425654159
