"season","team","conference","games","time_of_poss_total","pass_comps","pass_atts","net_pass_yds","pass_TDs","interceptions","rush_atts","rush_yds","rush_TDs","total_yds","fumbles_lost","turnovers","first_downs","third_downs","third_down_convs","fourth_down_convs","fourth_downs","penalties","penalty_yds","kick_returns","kick_return_yds","kick_return_TDs","punt_returns","punt_return_yds","punt_return_TDs","passes_intercepted","passes_intercepted_yds","passes_intercepted_TDs"
2020,"Iowa","Big Ten",8,14044,141,248,1581,9,5,296,1369,18,2950,4,9,159,107,36,6,9,38,317,12,216,0,23,223,1,11,233,2
2020,"Louisville","ACC",11,20775,202,315,2686,20,12,420,2199,21,4885,12,24,229,143,64,13,24,69,577,33,661,0,7,22,0,5,54,0
2020,"UTEP","Conference USA",8,15691,126,239,1674,7,9,299,1121,16,2795,6,15,149,109,48,6,13,57,519,26,668,1,7,23,0,2,8,0
2020,"Kentucky","SEC",11,20460,143,241,1340,7,5,438,2160,19,3500,7,12,190,142,52,8,17,63,616,16,298,0,6,62,0,16,252,3
2020,"NC State","ACC",12,21565,251,400,3143,24,15,434,1480,20,4623,4,19,267,161,71,8,12,97,891,23,526,1,12,130,1,9,67,1
2020,"Florida State","ACC",9,16466,160,293,1770,10,13,351,1789,19,3559,4,17,185,132,47,15,28,80,713,29,604,0,8,65,0,8,124,1
2020,"Pittsburgh","ACC",11,20552,246,426,2857,14,12,388,1343,20,4200,4,16,226,173,63,9,18,86,753,17,370,0,19,179,1,14,150,1
2020,"Marshall","Conference USA",10,17884,171,281,2129,19,10,387,1784,18,3913,2,12,221,128,58,8,21,60,627,22,417,0,21,175,0,5,4,0
2020,"Eastern Michigan","Mid-American",6,10523,126,199,1657,12,6,219,744,11,2401,6,12,131,81,34,11,14,29,263,21,304,0,6,35,0,3,110,0
2020,"UCLA","Pac-12",7,12109,130,200,1571,18,6,319,1614,13,3185,7,13,172,96,43,7,17,48,374,10,201,0,5,49,0,8,55,0
2020,"Duke","ACC",11,18806,219,390,2441,11,19,438,1724,19,4165,20,39,237,168,65,11,23,62,554,35,704,0,18,212,1,9,36,0
2020,"Oklahoma","Big 12",11,21294,249,362,3465,30,8,419,1977,27,5442,6,14,274,135,55,8,10,79,721,16,391,0,16,198,0,16,215,1
2020,"SMU","American Athletic",10,17625,246,376,3180,23,6,376,1778,24,4958,6,12,250,148,69,7,17,69,617,29,551,0,21,267,0,7,48,1
2020,"Florida","SEC",12,22351,321,473,4543,46,10,367,1576,12,6119,9,19,316,141,70,7,12,66,557,17,272,0,11,139,1,9,84,0
2020,"North Texas","Conference USA",10,15007,185,336,2830,28,9,443,2302,18,5132,6,15,248,150,70,11,24,68,536,35,587,0,15,57,0,7,21,0
2020,"Houston","American Athletic",8,14987,175,297,2126,15,10,292,1140,12,3266,6,16,181,121,49,14,19,60,531,17,425,1,20,369,1,3,22,0
2020,"UAB","Conference USA",9,15243,136,244,1812,14,9,366,1800,17,3612,7,16,145,115,47,4,7,74,676,13,269,0,7,75,1,8,75,0
2020,"Utah","Pac-12",5,9978,95,156,1079,6,7,190,971,9,2050,6,13,102,69,26,5,11,26,238,4,113,0,9,147,1,7,201,1
2020,"Massachusetts","FBS Independents",4,6422,54,100,486,1,5,117,269,0,755,2,7,42,54,14,4,9,21,216,12,178,0,4,55,0,NA,NA,NA
2020,"Wyoming","Mountain West",6,11047,62,134,920,1,5,275,1317,16,2237,4,9,111,89,27,6,12,31,279,15,290,0,12,66,0,4,60,0
2020,"Michigan State","Big Ten",7,11440,132,243,1672,11,12,238,645,2,2317,8,20,113,113,37,5,12,48,456,19,370,0,4,32,0,5,107,0
2020,"Miami","ACC",11,17950,239,381,3050,26,6,419,1800,18,4850,6,12,250,162,65,13,19,86,794,22,452,0,15,52,0,7,11,0
2020,"Memphis","American Athletic",11,19116,253,421,3383,31,10,395,1597,9,4980,8,18,259,172,77,14,24,61,520,27,484,0,21,188,1,12,58,0
2020,"Virginia Tech","ACC",11,19894,157,253,2212,13,6,472,2648,27,4860,8,14,246,133,51,7,12,58,514,23,546,0,17,66,0,12,140,0
2020,"Wake Forest","ACC",9,14795,175,310,2533,14,5,378,1491,22,4024,2,7,212,139,56,10,21,48,401,15,352,1,10,96,0,13,132,3
2020,"Western Michigan","Mid-American",6,10138,98,155,1704,18,2,236,1175,13,2879,4,6,142,67,29,5,8,46,391,28,536,1,9,31,0,2,42,1
2020,"New Mexico","Mountain West",7,12765,122,215,1386,8,6,289,1370,12,2756,3,9,152,107,46,2,8,42,404,28,560,0,5,32,0,6,76,0
2020,"Nebraska","Big Ten",8,13642,155,228,1504,5,9,334,1611,15,3115,9,18,170,103,37,8,13,54,485,15,274,0,9,120,0,5,102,0
2020,"Southern Miss","Conference USA",10,17169,169,272,2113,12,9,367,1595,18,3708,7,16,187,135,57,6,17,44,367,31,678,1,9,63,0,6,41,0
2020,"Indiana","Big Ten",8,14818,167,291,2011,16,5,274,875,12,2886,6,11,161,114,44,8,14,34,357,6,105,0,10,72,0,17,268,0
2020,"West Virginia","Big 12",10,19093,253,401,2775,16,4,358,1350,15,4125,8,12,219,162,67,12,22,82,741,23,460,0,21,105,0,11,112,1
2020,"Minnesota","Big Ten",7,14263,107,184,1394,7,5,298,1350,19,2744,2,7,151,86,41,7,13,32,288,14,248,0,6,21,0,4,30,0
2020,"Auburn","SEC",11,18967,216,362,2422,12,7,392,1788,16,4210,2,9,228,158,71,3,11,64,556,23,497,0,8,78,0,9,278,1
2020,"UCF","American Athletic",10,16500,244,408,3521,32,4,444,2107,23,5628,6,10,281,158,78,12,22,92,750,20,317,0,9,53,0,9,56,0
2020,"Northern Illinois","Mid-American",6,12112,127,221,1443,11,2,221,738,7,2181,8,10,129,92,26,12,19,41,414,32,721,0,3,16,0,5,8,0
2020,"Air Force","Mountain West",6,11700,34,61,502,3,3,312,1834,16,2336,5,8,128,68,33,8,11,27,245,1,32,0,1,5,0,5,88,0
2020,"Alabama","SEC",13,24032,324,425,4656,42,4,475,2378,37,7034,8,12,365,145,87,6,9,78,625,18,276,0,20,299,1,12,212,3
2020,"North Carolina","ACC",12,22169,244,357,3617,31,8,492,2830,35,6447,5,13,316,141,64,11,19,83,808,11,214,0,18,167,0,8,91,0
2020,"Central Michigan","Mid-American",6,10364,106,173,1214,6,4,259,1311,15,2525,5,9,118,85,24,11,19,35,351,17,304,0,9,30,0,7,48,0
2020,"Oklahoma State","Big 12",11,19744,207,340,2630,18,10,505,2065,17,4695,6,16,261,174,73,5,10,73,602,27,467,1,19,109,0,6,95,1
2020,"Georgia Tech","ACC",10,16221,152,283,1991,14,13,407,1904,18,3895,12,25,199,146,60,9,25,89,749,21,403,0,16,65,0,6,77,0
2020,"Fresno State","Mountain West",6,11361,157,247,2131,14,5,216,738,12,2869,5,10,146,88,38,8,13,33,287,21,409,0,7,55,0,4,54,0
2020,"Buffalo","Mid-American",7,12835,97,156,1334,7,4,301,2015,32,3349,2,6,154,81,39,7,13,42,369,17,312,0,8,73,0,6,108,1
2020,"Boston College","ACC",11,20116,242,390,3126,23,8,361,1119,11,4245,6,14,239,147,65,9,14,85,740,23,406,0,12,55,0,9,148,0
2020,"Texas A&M","SEC",10,20275,189,301,2267,20,4,374,2050,21,4317,4,8,232,133,73,3,8,61,564,2,27,0,16,96,0,10,116,1
2020,"Troy","Sun Belt",11,17702,299,456,3192,22,13,328,1129,11,4321,5,18,240,164,75,10,17,55,552,39,755,0,10,96,0,8,103,2
2020,"Georgia State","Sun Belt",10,17180,179,307,2303,18,10,441,1937,22,4240,10,20,207,166,75,9,14,55,583,11,169,0,6,28,0,12,112,1
2020,"Bowling Green","Mid-American",5,7922,54,125,712,1,7,189,920,5,1632,4,11,78,65,17,3,14,30,216,20,506,0,6,32,0,NA,NA,NA
2020,"BYU","FBS Independents",12,21539,272,375,3984,33,4,424,2284,35,6268,5,9,308,132,65,13,22,50,430,16,330,0,20,80,0,8,54,1
2020,"Texas Tech","Big 12",10,16241,257,395,2649,18,11,337,1637,17,4286,7,18,215,148,55,12,22,66,574,23,395,0,18,96,1,5,45,0
2020,"Colorado State","Mountain West",4,5895,59,118,779,4,3,155,496,6,1275,1,4,68,60,12,3,8,24,199,20,427,0,8,59,0,1,30,1
2020,"Ball State","Mid-American",8,14345,164,251,2154,17,6,366,1424,15,3578,3,9,195,120,56,7,13,46,391,23,439,0,4,-2,0,10,144,2
2020,"South Carolina","SEC",10,17508,175,295,1872,8,9,365,1671,19,3543,6,15,195,136,50,17,23,49,432,13,256,0,8,29,0,8,90,0
2020,"Vanderbilt","SEC",9,16028,192,300,1979,13,11,330,980,4,2959,6,17,180,139,55,12,20,42,343,20,336,0,5,46,0,2,32,0
2020,"Oregon","Pac-12",7,10938,120,190,1704,15,6,237,1168,13,2872,9,15,151,74,32,3,5,41,371,22,423,0,6,42,0,5,91,1
2020,"Tulsa","American Athletic",9,15318,173,306,2274,15,11,355,1418,13,3692,7,18,199,138,57,9,17,81,736,16,267,0,15,54,0,6,160,2
2020,"Ole Miss","SEC",10,16700,238,335,3450,30,14,461,2116,23,5566,4,18,276,141,70,22,33,60,516,17,328,0,7,51,0,6,50,0
2020,"Tennessee","SEC",10,16763,179,285,2047,14,9,375,1415,12,3462,6,15,201,128,38,16,24,61,502,19,394,0,5,35,0,5,131,2
2020,"California","Pac-12",4,7364,85,139,771,6,3,148,507,4,1278,2,5,73,68,25,4,8,17,135,3,55,0,8,42,0,3,54,0
2020,"Toledo","Mid-American",6,12081,143,219,1955,18,7,243,1008,7,2963,5,12,163,85,41,6,13,57,449,23,349,0,17,68,0,4,69,1
2020,"Oregon State","Pac-12",7,11741,134,233,1479,11,5,258,1383,15,2862,3,8,155,99,40,12,19,43,387,27,612,0,9,153,1,5,1,0
2020,"Charlotte","Conference USA",6,12345,98,179,1337,10,2,237,930,11,2267,4,6,119,96,39,7,12,42,370,20,418,1,6,30,0,5,78,0
2020,"LSU","SEC",10,18560,247,421,3121,24,9,362,1219,8,4340,4,13,235,155,52,12,17,61,462,13,320,1,12,113,0,14,258,4
2020,"Army","FBS Independents",12,24575,35,76,537,4,6,716,3273,36,3810,8,14,232,168,76,23,34,56,495,14,272,0,17,157,0,12,172,2
2020,"Baylor","Big 12",9,15738,205,331,1979,14,8,297,821,8,2800,1,9,165,142,47,12,20,64,562,32,826,2,11,43,0,12,204,2
2020,"Arizona","Pac-12",5,8396,113,188,1065,6,7,184,846,4,1911,5,12,107,78,26,3,12,34,294,14,235,0,5,35,0,2,15,0
2020,"Arizona State","Pac-12",4,7034,51,87,777,5,1,165,1058,16,1835,3,4,81,45,21,2,6,28,218,9,301,1,5,35,0,5,12,0
2020,"Coastal Carolina","Sun Belt",12,23907,191,286,2778,29,5,518,2622,30,5400,7,12,281,149,79,13,17,44,428,19,299,0,10,76,0,16,227,1
2020,"Notre Dame","FBS Independents",12,24357,231,362,2849,15,3,506,2537,33,5386,8,11,290,167,81,11,17,53,456,23,492,0,14,128,2,7,68,0
2020,"Arkansas","SEC",10,15171,182,283,2386,20,6,394,1513,11,3899,7,13,206,138,46,7,11,64,457,9,157,0,4,18,0,13,172,3
2020,"Rice","Conference USA",5,10599,82,133,1076,11,2,214,601,1,1677,6,8,107,75,28,6,11,17,119,13,261,0,8,67,0,6,77,1
2020,"App State","Sun Belt",12,22821,190,300,2244,21,11,545,3180,28,5424,6,17,281,162,83,11,20,88,816,33,739,1,18,173,0,15,231,2
2020,"Boise State","Mountain West",7,12391,139,221,1693,12,3,230,741,13,2434,4,7,129,96,42,4,7,34,336,21,541,2,16,296,2,2,21,0
2020,"Nevada","Mountain West",9,17038,249,357,2857,26,4,254,1091,7,3948,5,9,191,118,49,12,18,71,625,27,590,0,14,113,0,6,87,0
2020,"Florida International","Conference USA",5,7802,57,127,550,4,2,176,782,8,1332,2,4,68,77,27,5,12,30,225,23,636,2,7,86,0,2,55,0
2020,"Western Kentucky","Conference USA",12,20839,208,369,1984,12,4,389,1500,11,3484,11,15,197,156,50,18,32,54,481,31,492,0,11,28,0,6,69,1
2020,"Stanford","Pac-12",6,11365,143,220,1726,7,3,194,790,15,2516,1,4,130,84,40,6,7,35,341,21,513,0,4,20,0,2,0,0
2020,"Maryland","Big Ten",5,7296,96,157,1291,9,9,148,715,5,2006,2,11,90,66,25,1,1,44,395,16,251,0,2,5,0,2,0,0
2020,"USC","Pac-12",6,10887,178,263,1916,17,7,184,584,8,2500,4,11,134,89,39,10,15,40,431,13,305,0,10,43,0,9,141,0
2020,"Virginia","ACC",10,18644,221,379,2605,22,14,366,1629,16,4234,5,19,236,143,53,16,25,53,483,23,533,0,14,71,0,11,175,2
2020,"Cincinnati","American Athletic",10,19205,197,295,2386,20,6,381,2126,29,4512,10,16,219,132,60,10,15,87,762,17,476,1,15,123,0,16,130,1
2020,"Tulane","American Athletic",12,20526,165,313,2119,21,10,515,2606,32,4725,4,14,258,150,52,12,22,74,607,25,602,0,20,253,0,9,142,1
2020,"Mississippi State","SEC",11,20401,373,557,3259,17,18,203,485,8,3744,7,25,207,157,51,12,21,72,662,14,393,0,10,69,0,10,252,2
2020,"Georgia Southern","Sun Belt",13,24893,96,174,1355,9,11,639,3472,29,4827,6,17,223,163,66,8,17,53,440,21,369,0,19,200,3,18,142,1
2020,"East Carolina","American Athletic",9,16773,176,293,2071,19,9,361,1562,11,3633,11,20,198,130,43,10,18,57,524,31,591,1,13,190,1,10,80,1
2020,"Rutgers","Big Ten",9,15093,195,309,1787,14,8,343,1261,13,3048,5,13,171,144,49,11,22,66,537,33,851,2,10,99,1,8,54,0
2020,"Wisconsin","Big Ten",7,15263,124,202,1267,10,7,293,1152,13,2419,5,12,137,100,38,5,12,36,296,11,251,0,11,30,0,8,217,0
2020,"Utah State","Mountain West",6,9065,89,169,815,6,4,192,840,4,1655,5,9,82,91,35,5,10,32,284,23,564,1,5,22,0,2,11,0
2020,"Hawai'i","Mountain West",9,15495,195,315,2083,14,6,324,1375,15,3458,6,12,183,137,54,10,13,49,386,25,583,1,12,64,0,12,16,0
2020,"Liberty","FBS Independents",11,21321,192,306,2526,25,7,482,2779,27,5305,9,16,273,147,71,16,21,65,609,20,424,0,15,166,1,11,127,0
2020,"Washington","Pac-12",4,7593,68,111,906,4,3,156,705,11,1611,0,3,87,54,26,5,6,21,162,7,124,0,3,56,0,3,24,0
2020,"Washington State","Pac-12",4,7553,94,152,1019,6,4,110,517,8,1536,4,8,78,51,20,3,7,21,187,10,200,0,1,10,0,2,36,0
2020,"Texas","Big 12",10,16565,208,345,2801,32,5,368,1954,20,4755,4,9,224,134,49,6,12,82,790,23,666,1,18,78,1,10,184,0
2020,"New Mexico State","FBS Independents",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"App State","Sun Belt",14,25964,255,413,3487,29,12,567,2691,26,6178,14,26,317,188,68,25,38,85,744,43,1141,2,25,168,0,15,347,4
2021,"Michigan","Big Ten",14,26344,248,395,3202,21,9,575,3001,39,6203,5,14,305,190,87,14,27,68,581,27,570,1,36,364,0,8,101,1
2021,"NC State","ACC",12,22511,288,443,3461,35,6,372,1514,11,4975,5,11,256,170,68,5,12,89,774,21,644,2,21,188,1,15,73,1
2021,"South Alabama","Sun Belt",12,23265,273,407,3072,22,11,439,1337,15,4409,9,20,228,176,54,28,46,58,526,25,311,0,12,55,0,15,173,1
2021,"Northwestern","Big Ten",12,20282,208,365,2128,13,14,452,1740,12,3868,8,22,208,178,64,16,32,56,503,23,287,0,18,265,0,6,29,0
2021,"Purdue","Big Ten",13,24922,407,576,4620,35,12,392,1095,7,5715,7,19,311,188,82,8,15,58,557,22,223,0,21,123,0,13,107,1
2021,"San José State","Mountain West",12,19252,207,402,2636,15,10,352,1446,12,4082,14,24,202,163,57,4,12,87,782,36,577,0,18,138,0,6,99,1
2021,"Penn State","Big Ten",13,21788,291,486,3491,25,10,437,1402,11,4893,5,15,264,195,76,12,26,70,599,19,352,0,17,128,0,14,186,3
2021,"Florida International","Conference USA",12,19364,202,379,3182,20,12,371,1225,11,4407,10,22,194,162,53,6,14,71,626,32,574,0,16,98,1,3,0,0
2021,"Clemson","ACC",13,22933,228,414,2485,12,11,488,2184,26,4669,8,19,258,186,69,9,16,79,657,21,522,0,20,92,0,12,69,1
2021,"Tulane","American Athletic",12,20094,213,376,2661,23,13,447,1979,19,4640,12,25,234,169,61,19,38,72,614,34,693,0,18,144,0,10,156,1
2021,"Arizona State","Pac-12",13,22955,206,313,2530,12,10,495,2514,34,5044,12,22,260,150,67,9,14,113,1015,37,681,0,21,255,0,16,229,2
2021,"UTEP","Conference USA",13,24875,200,366,3278,19,14,481,1820,18,5098,10,24,234,180,57,19,24,110,972,37,626,0,26,136,0,8,55,0
2021,"Florida State","ACC",12,20403,209,340,2419,20,12,446,2134,21,4553,9,21,247,153,52,7,21,83,750,27,509,0,17,71,0,14,150,1
2021,"Hawai'i","Mountain West",13,21469,260,462,3408,19,16,431,1857,22,5265,13,29,263,179,64,5,20,68,586,33,565,0,11,69,0,14,297,3
2021,"Pittsburgh","ACC",14,25980,367,544,4723,44,8,525,2107,26,6830,7,15,362,204,90,17,25,94,895,19,445,1,30,278,0,16,265,4
2021,"South Florida","American Athletic",12,21948,191,354,2309,6,12,487,1898,25,4207,9,21,243,169,58,16,30,60,548,36,803,3,10,120,0,10,249,1
2021,"Colorado State","Mountain West",12,20906,237,396,3020,15,11,515,1969,14,4989,8,19,254,202,82,10,25,85,822,19,461,0,24,166,1,6,106,0
2021,"Colorado","Pac-12",12,19582,154,269,1575,10,3,438,1514,12,3089,4,7,173,158,51,6,18,76,677,21,603,1,20,273,1,9,143,1
2021,"West Virginia","Big 12",13,24457,290,447,3223,19,12,452,1601,19,4824,8,20,278,186,74,19,28,67,561,29,672,1,19,59,0,9,104,0
2021,"Ole Miss","SEC",13,21443,286,429,3573,21,7,588,2829,33,6402,5,12,338,191,73,31,49,117,978,22,429,0,8,93,0,11,100,1
2021,"Baylor","Big 12",14,26367,237,365,2843,24,7,572,3070,29,5913,8,15,290,183,77,22,35,75,677,30,650,1,19,154,0,19,254,2
2021,"Oklahoma","Big 12",13,22892,279,403,3425,32,9,448,2438,29,5863,4,13,289,148,63,11,16,87,733,13,244,0,12,69,0,11,104,0
2021,"Navy","American Athletic",12,25052,48,97,681,6,3,697,2712,19,3393,5,8,200,188,70,25,36,53,422,32,686,1,16,162,1,7,23,0
2021,"Southern Miss","Conference USA",12,22229,160,287,1746,14,17,465,1449,8,3195,14,31,191,165,48,7,17,98,750,32,722,1,21,225,0,11,137,3
2021,"Tulsa","American Athletic",13,24073,243,410,3254,18,16,549,2496,20,5750,8,24,294,189,73,9,19,97,930,33,516,1,23,76,0,11,115,1
2021,"Virginia","ACC",12,22110,351,554,4706,31,12,339,1483,21,6189,6,18,318,159,73,8,20,77,681,14,206,0,17,94,0,8,126,0
2021,"Nevada","Mountain West",13,22524,395,572,4511,38,9,337,1006,13,5517,2,11,289,188,78,12,21,85,716,39,810,0,19,223,0,14,219,3
2021,"Rutgers","Big Ten",13,23635,231,394,2229,9,10,500,1799,20,4028,4,14,227,193,61,14,39,65,529,39,813,0,24,255,1,7,88,1
2021,"South Carolina","SEC",13,23417,211,360,2615,22,11,467,1773,9,4388,13,24,227,170,60,14,28,76,597,21,479,0,12,80,0,15,296,3
2021,"Louisiana","Sun Belt",14,25936,246,405,3060,22,4,565,2715,34,5775,4,8,300,189,69,22,37,74,686,36,608,0,25,159,0,10,150,1
2021,"Arkansas State","Sun Belt",12,20968,310,525,3757,27,17,349,975,4,4732,5,22,257,179,58,5,17,67,552,63,1400,2,17,131,1,9,93,0
2021,"Boston College","ACC",12,21745,169,304,2217,13,11,475,1987,21,4204,7,18,231,159,64,12,21,65,596,24,596,1,16,79,0,10,27,1
2021,"Ohio","Mid-American",12,21443,200,313,2209,11,8,434,2248,20,4457,8,16,242,144,52,11,17,74,703,50,794,1,10,54,0,6,19,0
2021,"Florida Atlantic","Conference USA",12,20515,230,386,2982,20,8,449,1819,18,4801,11,19,240,177,75,9,23,85,717,29,606,0,19,129,0,13,169,2
2021,"Army","FBS Independents",13,27673,60,110,1233,11,3,758,3648,46,4881,5,8,261,178,82,30,41,50,479,25,161,0,14,154,0,10,141,0
2021,"Iowa","Big Ten",14,25271,222,404,2521,12,11,507,1731,18,4252,8,19,232,200,68,5,16,57,505,30,759,1,41,315,1,25,225,3
2021,"Arkansas","SEC",13,23010,205,314,2781,22,5,588,2961,26,5742,6,11,284,173,64,12,19,103,820,20,310,0,25,264,1,13,97,0
2021,"Central Michigan","Mid-American",13,24220,273,448,3450,31,10,520,2329,18,5779,4,14,300,191,71,17,29,82,726,32,647,1,15,290,2,5,31,0
2021,"Minnesota","Big Ten",13,27644,152,256,2106,12,9,602,2575,27,4681,4,13,259,170,75,9,15,58,589,20,289,0,16,136,0,8,99,0
2021,"Akron","Mid-American",12,22428,226,352,2610,21,5,432,1463,8,4073,12,17,225,163,62,14,32,68,553,53,662,1,9,50,0,6,79,1
2021,"Louisville","ACC",13,23827,221,364,3074,21,6,504,2728,29,5802,7,13,274,176,70,14,27,80,714,31,732,1,15,157,1,10,161,1
2021,"North Carolina","ACC",13,23155,237,382,3324,26,9,513,2765,30,6089,5,14,310,165,71,11,19,95,900,25,361,0,17,149,0,11,71,0
2021,"Texas Tech","Big 12",13,21820,245,388,3344,18,11,436,2068,30,5412,9,20,254,157,67,14,29,68,580,20,368,0,22,148,0,10,28,2
2021,"UNLV","Mountain West",12,21348,193,331,2430,11,14,395,1317,18,3747,8,22,186,164,57,4,16,54,455,27,387,0,7,49,0,9,81,0
2021,"Kansas State","Big 12",13,23324,204,311,2599,14,7,436,2111,29,4710,7,14,233,146,64,15,20,71,595,27,735,2,12,102,1,11,108,0
2021,"UConn","FBS Independents",12,18592,208,407,1966,11,17,377,1215,8,3181,5,22,173,179,42,11,29,80,585,57,1125,2,13,150,0,10,49,1
2021,"Louisiana Tech","Conference USA",12,20361,248,411,3151,22,16,416,1466,16,4617,7,23,249,168,66,8,18,81,625,37,750,0,22,195,0,9,211,2
2021,"Ball State","Mid-American",13,21572,267,440,2699,18,7,444,1685,17,4384,5,12,248,188,75,11,21,64,531,31,703,1,20,169,0,15,140,0
2021,"Miami (OH)","Mid-American",13,23217,247,427,3621,32,8,452,1919,15,5540,4,12,279,176,70,9,21,87,790,27,395,0,13,118,0,9,87,1
2021,"Oklahoma State","Big 12",14,25941,274,447,3246,23,13,620,2597,27,5843,7,20,331,220,94,7,13,84,781,22,608,2,18,68,1,9,159,1
2021,"Oregon","Pac-12",14,25005,259,410,3098,20,8,535,2833,36,5931,6,14,318,180,91,9,19,103,905,38,808,0,17,170,0,17,162,1
2021,"Texas","Big 12",12,20217,217,346,2705,29,10,457,2392,25,5097,7,17,244,160,70,9,20,69,579,28,504,0,17,174,0,7,91,1
2021,"Buffalo","Mid-American",12,22745,218,367,2579,12,11,539,2346,30,4925,8,19,285,187,87,14,24,65,624,36,683,0,13,88,0,3,19,0
2021,"New Mexico State","FBS Independents",12,21976,296,518,3236,15,10,370,1207,15,4443,6,16,263,191,72,9,20,83,722,29,449,0,10,45,0,10,102,0
2021,"USC","Pac-12",12,22656,318,500,3580,21,13,401,1747,16,5327,7,20,309,179,80,10,15,95,895,28,617,0,16,76,0,14,60,1
2021,"Oregon State","Pac-12",13,23787,218,347,2820,19,12,521,2761,33,5581,6,18,299,161,80,11,23,89,820,18,320,0,15,147,1,15,65,0
2021,"Fresno State","Mountain West",13,24530,342,514,4247,35,10,439,1783,17,6030,12,22,316,183,78,8,15,99,926,31,504,0,16,46,0,12,197,0
2021,"Coastal Carolina","Sun Belt",13,24394,227,322,3457,33,4,509,2974,36,6431,6,10,309,143,77,10,13,70,666,28,542,0,25,241,3,6,27,0
2021,"Washington State","Pac-12",13,23826,281,452,3345,26,13,403,1587,19,4932,5,18,263,170,67,9,24,69,603,27,439,0,14,148,0,15,183,1
2021,"Rice","Conference USA",12,23952,205,344,2540,16,15,476,1789,19,4329,7,22,234,176,62,16,29,89,763,31,660,0,11,102,0,14,55,0
2021,"UL Monroe","Sun Belt",12,20751,200,354,2328,15,9,500,1613,13,3941,6,15,223,191,65,14,27,45,391,22,303,0,6,20,0,11,177,1
2021,"Toledo","Mid-American",13,22102,226,390,3108,22,3,472,2553,29,5661,4,7,270,175,62,10,23,130,1172,36,898,1,27,232,3,8,185,1
2021,"UCLA","Pac-12",12,21431,207,335,2714,23,8,518,2582,31,5296,6,14,281,162,74,20,30,86,774,25,657,1,16,268,2,12,144,0
2021,"Kentucky","SEC",13,25425,242,366,2933,24,13,496,2594,27,5527,10,23,296,151,76,6,16,63,548,22,301,0,16,165,1,9,188,3
2021,"Missouri","SEC",13,23636,301,455,3036,19,11,464,2342,22,5378,2,13,282,190,84,11,19,83,770,34,621,1,14,69,0,11,91,1
2021,"Syracuse","ACC",12,21063,156,287,1836,10,6,491,2562,28,4398,6,12,234,156,51,9,17,84,692,36,752,0,23,241,1,4,32,0
2021,"Cincinnati","American Athletic",14,22810,257,400,3377,33,9,464,2406,34,5783,10,19,277,158,62,12,19,101,754,28,667,1,22,224,0,19,214,1
2021,"Stanford","Pac-12",12,19730,239,372,2582,16,12,325,1051,13,3633,7,19,200,145,49,9,15,76,534,32,764,0,13,180,0,6,84,1
2021,"Auburn","SEC",13,21736,267,455,3121,17,4,443,2096,22,5217,8,12,271,184,74,13,23,73,598,27,621,0,23,204,1,9,110,2
2021,"Florida","SEC",13,23790,265,416,3304,27,18,495,2714,26,6018,3,21,291,174,72,14,26,104,918,26,413,0,25,176,0,9,43,0
2021,"Liberty","FBS Independents",13,23655,226,381,3315,33,15,508,2350,26,5665,7,22,294,162,69,13,30,92,865,38,735,0,27,190,1,9,49,1
2021,"Nebraska","Big Ten",12,20798,215,342,3197,14,11,490,2174,31,5371,7,18,259,159,65,14,24,63,540,17,187,0,9,30,0,10,67,0
2021,"Wisconsin","Big Ten",13,26357,177,300,2082,11,13,567,2742,26,4824,10,23,261,169,57,11,20,70,567,23,377,1,19,92,0,16,235,2
2021,"Middle Tennessee","Conference USA",13,23574,296,463,3100,28,13,457,1608,15,4708,8,21,258,185,58,15,31,86,736,18,333,0,23,341,2,17,314,3
2021,"Eastern Michigan","Mid-American",13,23820,309,455,3417,19,9,455,1541,26,4958,5,14,289,175,73,14,29,50,448,32,459,0,16,114,1,8,166,2
2021,"BYU","FBS Independents",13,22845,253,389,3433,26,5,480,2457,30,5890,7,12,301,158,72,16,24,66,539,18,298,0,27,238,1,15,82,0
2021,"Troy","Sun Belt",12,19895,265,419,2864,15,10,366,1197,18,4061,11,21,219,167,67,15,24,60,534,24,275,0,8,63,0,16,198,3
2021,"Alabama","SEC",15,29142,380,571,5073,48,7,548,2250,21,7323,6,13,367,225,117,9,17,107,990,20,480,2,33,260,2,15,189,2
2021,"Marshall","Conference USA",13,21318,324,491,3827,18,15,449,2109,38,5936,10,25,304,169,71,10,16,87,750,37,731,2,23,157,0,10,163,0
2021,"Utah","Pac-12",14,25898,254,401,3000,24,8,545,3035,37,6035,7,15,339,170,82,11,24,67,623,16,413,1,30,454,2,10,149,3
2021,"Massachusetts","FBS Independents",12,21426,163,331,1832,11,11,416,1764,14,3596,9,20,196,159,53,11,25,75,714,38,471,0,9,66,0,2,12,0
2021,"Western Michigan","Mid-American",13,27532,233,368,3297,23,6,590,2783,31,6080,10,16,322,181,84,12,26,89,766,30,536,2,10,27,0,4,22,0
2021,"TCU","Big 12",12,21223,200,310,2838,19,6,473,2330,21,5168,10,16,252,166,76,7,18,85,737,30,804,1,10,92,0,10,83,1
